Date,Open,High,Low,Close,Adj Close,Volume
2010-11-01,35.185001,38.180000,34.555000,37.459999,32.915928,69158200
2010-12-01,38.139999,40.720001,38.139999,40.349998,35.810917,42342400
2011-01-01,40.619999,42.345001,39.834999,40.250000,35.722168,53391400
2011-02-01,40.439999,47.775002,39.855000,47.205002,41.894768,56600000
2011-03-01,47.235001,48.330002,43.365002,48.180000,42.760101,48105600
2011-04-01,48.369999,48.674999,46.674999,48.500000,43.044109,40698000
2011-05-01,48.945000,52.000000,46.404999,51.255001,45.489185,47834000
2011-06-01,51.200001,53.285000,47.480000,52.595001,46.678444,43103800
2011-07-01,52.615002,54.384998,51.410000,52.455002,46.554203,38838000
2011-08-01,53.040001,53.075001,42.825001,48.830002,43.336975,107835800
2011-09-01,48.654999,53.209999,43.099998,43.919998,38.979321,69667200
2011-10-01,43.544998,51.430000,40.755001,49.224998,43.687538,49702800
2011-11-01,47.880001,60.365002,47.060001,58.990002,52.354050,64091000
2011-12-01,58.500000,59.494999,52.584999,56.160000,50.318474,41497800
2012-01-01,56.919998,59.549999,55.185001,57.930000,51.904366,42028100
2012-02-01,58.400002,59.500000,54.000000,58.540001,52.450924,49036200
2012-03-01,58.380001,63.919998,57.619999,61.939999,55.497261,47056400
2012-04-01,62.150002,65.599998,60.700001,65.349998,58.552559,28831800
2012-05-01,65.480003,65.480003,53.509998,54.150002,48.517548,54721300
2012-06-01,53.410000,57.009998,51.820000,54.119999,48.490658,40656600
2012-07-01,54.259998,56.200001,49.810001,52.380001,46.931664,54280900
2012-08-01,52.590000,61.759998,50.000000,59.950001,53.714268,56826500
2012-09-01,59.810001,62.240002,59.310001,61.570000,55.165768,41608400
2012-10-01,61.610001,65.000000,60.570000,61.619999,55.210541,32270000
2012-11-01,59.470001,61.810001,56.040001,58.250000,52.191082,39153200
2012-12-01,58.590000,61.259998,57.529999,59.860001,54.299767,32542600
2013-01-01,60.349998,64.610001,59.900002,60.930000,55.270367,41645100
2013-02-01,61.200001,66.070000,60.990002,64.099998,58.145916,42486300
2013-03-01,63.680000,66.510002,61.869999,64.029999,58.252140,29879200
2013-04-01,63.980000,70.800003,62.290001,69.349998,63.092075,40073600
2013-05-01,69.379997,72.699997,66.699997,67.779999,61.663746,38882400
2013-06-01,67.860001,70.650002,63.930000,65.769997,59.987099,33247800
2013-07-01,66.480003,68.779999,64.430000,65.650002,59.877659,38906500
2013-08-01,66.129997,68.820000,64.449997,65.360001,59.613152,44621700
2013-09-01,66.059998,72.690002,66.019997,69.900002,63.929283,30158300
2013-10-01,69.900002,74.620003,68.250000,70.959999,64.898735,33655400
2013-11-01,70.699997,75.769997,69.269997,74.959999,68.557053,28045400
2013-12-01,74.989998,75.550003,71.449997,75.320000,69.072197,23335100
2014-01-01,74.989998,75.129997,67.580002,68.739998,63.038006,38181600
2014-02-01,68.870003,69.769997,63.630001,68.839996,63.129719,60282800
2014-03-01,68.459999,70.620003,66.370003,66.879997,61.514587,45475400
2014-04-01,67.519997,72.989998,66.820000,72.570000,66.748131,54672300
2014-05-01,72.209999,76.739998,71.500000,76.620003,70.473236,42132600
2014-06-01,76.599998,77.339996,73.820000,74.260002,68.483795,29093000
2014-07-01,74.540001,76.410004,73.239998,73.459999,67.745987,33239600
2014-08-01,73.489998,77.660004,72.830002,76.830002,70.853867,32988300
2014-09-01,76.680000,77.239998,73.919998,74.720001,69.086884,32421500
2014-10-01,74.379997,75.690002,70.180000,75.180000,69.512207,36656200
2014-11-01,75.400002,76.000000,70.800003,74.139999,68.550606,43455200
2014-12-01,73.690002,77.980003,71.769997,76.199997,70.688484,34883600
2015-01-01,76.550003,76.730003,70.379997,70.589996,65.484253,38264900
2015-02-01,70.720001,82.940002,70.410004,82.669998,76.690506,44999000
2015-03-01,82.669998,85.279999,79.980003,83.160004,77.372139,35639100
2015-04-01,83.589996,85.169998,81.080002,81.290001,75.632301,24600800
2015-05-01,81.959999,90.330002,81.500000,87.430000,81.344955,38643400
2015-06-01,88.010002,89.489998,85.980003,86.660004,80.847878,28106100
2015-07-01,87.110001,90.370003,86.050003,89.110001,83.133553,28469000
2015-08-01,89.199997,91.680000,73.669998,79.769997,74.419968,61758700
2015-09-01,78.300003,80.879997,75.400002,80.680000,75.500023,42188800
2015-10-01,80.459999,85.230003,79.489998,80.459999,75.294189,45785600
2015-11-01,84.709999,88.099998,81.870003,84.120003,78.719200,41679200
2015-12-01,84.260002,89.930000,82.989998,88.059998,82.696136,39129300
2016-01-01,86.930000,88.169998,81.019997,85.250000,80.057297,37271400
2016-02-01,85.040001,93.430000,84.080002,91.330002,85.766968,40477600
2016-03-01,92.230003,94.930000,90.730003,94.309998,88.855133,24869900
2016-04-01,93.879997,97.459999,91.959999,95.870003,90.324913,25951300
2016-05-01,95.860001,97.480003,89.839996,91.779999,86.471481,36195700
2016-06-01,91.589996,95.000000,87.080002,91.019997,86.035843,36780100
2016-07-01,91.250000,94.940002,90.309998,92.900002,87.812897,22099700
2016-08-01,92.809998,95.379997,88.750000,89.230003,84.343872,42141100
2016-09-01,89.430000,90.099998,86.570000,88.559998,83.987732,37866200
2016-10-01,88.410004,88.739998,85.279999,87.129997,82.631554,28048200
2016-11-01,87.349998,87.570000,76.650002,77.699997,73.688400,47937800
2016-12-01,77.430000,79.849998,75.300003,76.489998,72.855835,45809900
2017-01-01,77.260002,83.330002,76.339996,81.209999,77.351570,38188100
2017-02-01,80.830002,85.720001,79.349998,82.849998,78.913651,45595300
2017-03-01,83.180000,87.550003,81.690002,84.790001,81.089638,38770200
2017-04-01,84.730003,88.410004,83.339996,87.139999,83.337074,31469000
2017-05-01,87.680000,94.629997,87.019997,94.139999,90.031593,43853100
2017-06-01,94.339996,98.400002,93.900002,95.980003,92.125969,30480900
2017-07-01,96.070000,99.820000,93.449997,98.989998,95.015106,29811100
2017-08-01,98.970001,107.910004,97.570000,106.989998,102.693855,72082200
2017-09-01,107.000000,110.989998,106.000000,107.839996,103.842949,35974000
2017-10-01,108.260002,112.489998,107.790001,111.809998,107.665779,32831400
2017-11-01,120.150002,126.989998,117.139999,124.830002,120.203209,46173100
2017-12-01,124.730003,130.360001,123.010002,127.239998,122.896568,29838200
2018-01-01,127.639999,138.199997,126.800003,134.960007,130.353058,30928600
2018-02-01,135.130005,143.630005,131.179993,138.440002,133.714279,41744800
2018-03-01,138.259995,150.399994,137.039993,149.720001,144.993683,37097000
2018-04-01,149.429993,153.880005,144.809998,148.089996,143.415146,37557700
2018-05-01,147.619995,151.750000,131.759995,149.440002,144.722549,52166400
2018-06-01,150.199997,158.800003,140.750000,142.690002,138.536316,35726900
2018-07-01,142.229996,144.820007,132.029999,134.940002,131.011887,36907800
2018-08-01,134.330002,146.000000,128.809998,140.119995,136.041092,59825200
2018-09-01,138.880005,145.660004,136.179993,145.320007,141.472733,31629100
2018-10-01,145.779999,147.229996,121.930000,137.440002,133.801346,57860100
2018-11-01,137.130005,146.160004,136.830002,142.660004,138.883148,46324000
2018-12-01,144.220001,152.919998,121.639999,130.100006,127.045311,41055600
2019-01-01,129.899994,136.990005,121.470001,136.419998,133.216919,53484600
2019-02-01,137.270004,159.369995,135.389999,156.940002,153.255157,45171800
2019-03-01,158.220001,165.759995,152.990005,165.550003,162.108536,30527500
2019-04-01,165.779999,173.210007,162.470001,171.809998,168.238388,22772300
2019-05-01,179.990005,180.199997,160.830002,161.029999,157.682510,39850800
2019-06-01,161.410004,184.699997,161.199997,183.110001,179.774734,26191100
2019-07-01,184.880005,194.740005,180.929993,184.190002,180.835052,23442400
2019-08-01,184.490005,206.000000,173.220001,197.990005,194.383682,44847700
2019-09-01,196.759995,207.500000,189.820007,198.949997,195.741745,32228400
2019-10-01,198.919998,201.419998,180.050003,186.270004,183.266235,41121200
2019-11-01,187.339996,196.509995,179.759995,195.470001,192.317871,27381900
2019-12-01,195.059998,208.330002,192.169998,206.539993,203.709717,26615800
2020-01-01,206.539993,220.419998,191.070007,195.160004,192.485672,37543100
2020-02-01,195.679993,216.179993,176.440002,183.600006,181.084106,47328900
2020-03-01,185.020004,195.639999,137.009995,159.339996,157.556046,66214400
2020-04-01,153.029999,179.860001,147.160004,176.399994,174.425034,45792100
2020-05-01,170.580002,199.050003,158.250000,197.470001,195.259140,36004200
2020-06-01,199.160004,206.520004,183.220001,188.679993,186.567566,29853900
2020-07-01,189.759995,201.529999,185.479996,197.539993,195.328354,24048900
2020-08-01,199.160004,224.229996,194.139999,221.720001,219.237671,29861300
2020-09-01,218.850006,223.279999,204.229996,218.250000,216.286240,22207600
2020-10-01,219.690002,235.839996,215.789993,219.660004,217.683548,19754500
2020-11-01,233.539993,259.769989,220.419998,245.320007,243.112656,29527700
2020-12-01,250.240005,267.200012,241.559998,266.190002,264.362488,25481500
2021-01-01,261.049988,264.649994,231.970001,236.649994,235.025284,25283500
2021-02-01,238.830002,298.309998,237.729996,285.859985,283.897430,29331400
2021-03-01,290.779999,297.989990,278.279999,290.850006,289.374237,36802400
2021-04-01,290.790009,318.339996,289.019989,313.799988,312.207764,20489100
2021-05-01,302.390015,307.660004,286.579987,306.519989,304.964722,30419800
2021-06-01,308.000000,318.790009,294.500000,318.079987,317.015442,25121700
2021-07-01,320.000000,336.559998,307.859985,333.829987,332.712708,18756400
2021-08-01,332.269989,344.899994,317.049988,340.489990,339.350433,20262000
2021-09-01,341.700012,347.820007,299.760010,299.929993,299.391754,22541700
2021-10-01,303.480011,333.660004,301.670013,324.329987,323.747986,24941400
2021-11-01,326.500000,357.820007,313.410004,332.070007,331.474091,28270500
2021-12-01,335.000000,372.359985,325.100006,370.200012,370.200012,23398200
2022-01-01,368.489990,374.200012,283.540009,301.790009,301.790009,25835200
